Date,Open,High,Low,Close,Volume
2018-01-24,24.9279,24.9279,24.9279,24.9279,1.0
2018-01-25,24.8838,24.8838,24.8838,24.8838,1.0
2018-01-29,24.8629,24.8629,24.8629,24.8629,1.0
2018-01-30,24.7586,24.7586,24.7586,24.7586,1.0
2018-01-31,24.6526,24.6526,24.6526,24.6526,1.0
2018-02-01,24.6148,24.6148,24.6148,24.6148,1.0
2018-02-02,24.3026,24.3026,24.3026,24.3026,1.0
2018-02-05,23.9446,23.9446,23.9446,23.9446,1.0
2018-02-06,23.5155,23.5155,23.5155,23.5155,1.0
2018-02-07,23.7522,23.7522,23.7522,23.7522,1.0
